distrito,cargo,agrupacion_politica,lista,votos
Entre rios,Presidente y vice,MOVIMIENTO AL SOCIALISMO,A IZQUIERDA ANTICAPITALISTA,1981
Entre rios,Presidente y vice,UNION DEL CENTRO DEMOCRATICO,A APERTURA LIBERAL ARGENTINA,50
Entre rios,Presidente y vice,MOVIMIENTO LIBRES DEL SUR,A AZUL Y ROJO,1549
Entre rios,Presidente y vice,MOVIMIENTO DE ACCION VECINAL,A COMPROMISO VECINAL,1269
Entre rios,Presidente y vice,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,A DIGNIDAD,944
Entre rios,Presidente y vice,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,B CONFEDERAL,1380
Entre rios,Presidente y vice,POLÃTICA OBRERA,A UNIDAD OBRERA,1547
Entre rios,Presidente y vice,PROYECTO JOVEN,A COALICION PAZ DEMOCRACIA SOBERANIA,58
Entre rios,Presidente y vice,PROYECTO JOVEN,B PATRIA UNIDA,16
Entre rios,Presidente y vice,PROYECTO JOVEN,C TODEX,16
Entre rios,Presidente y vice,FRENTE PATRIOTA FEDERAL,A PRIMERO LA PATRIA,1662
Entre rios,Presidente y vice,FRENTE LIBER.AR,A DEMOS,206
Entre rios,Presidente y vice,FRENTE LIBER.AR,B RECONQUISTA,42
Entre rios,Presidente y vice,FRENTE LIBER.AR,C ANTICORRUPCION,45
Entre rios,Presidente y vice,JUNTOS POR EL CAMBIO,A EL CAMBIO DE NUESTRAS VIDAS,93275
Entre rios,Presidente y vice,JUNTOS POR EL CAMBIO,B LA FUERZA DEL CAMBIO,173078
Entre rios,Presidente y vice,HACEMOS POR NUESTRO PAIS,A HACEMOS,9368
Entre rios,Presidente y vice,UNION POR LA PATRIA,A CELESTE Y BLANCA,187288
Entre rios,Presidente y vice,UNION POR LA PATRIA,B JUSTA Y SOBERANA,54009
Entre rios,Presidente y vice,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,5305
Entre rios,Presidente y vice,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y DE LA IZQUIERDA,4416
Entre rios,Presidente y vice,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",4848
Entre rios,Presidente y vice,PRINCIPIOS Y VALORES,2B TRANSFORMAR,35
Entre rios,Presidente y vice,PRINCIPIOS Y VALORES,3C TRES BANDERAS,26
Entre rios,Presidente y vice,PRINCIPIOS Y VALORES,4D GENTE DE TRABAJO,27
Entre rios,Presidente y vice,PRINCIPIOS Y VALORES,5E LABORISTA,27
Entre rios,Presidente y vice,VOTOS NULOS,VOTOS NULOS,11861
Entre rios,Presidente y vice,VOTOS RECURRIDOS,VOTOS RECURRIDOS,0
Entre rios,Presidente y vice,VOTOS IMPUGNADOS,VOTOS IMPUGNADOS,0
Entre rios,Presidente y vice,VOTOS BLANCO,VOTOS EN BLANCO,127930
Entre rios,Presidente y vice,VOTOS TOTALES,VOTOS TOTALES,864677
