distrito,cargo,agrupacion_politica,lista,votos
San juan,Parlamentario mercosur dn,MOVIMIENTO AL SOCIALISMO,IZQUIERDA  ANTICAPITALISTA - MANUELA CASTAÑEIRA,1130
San juan,Parlamentario mercosur dn,MOVIMIENTOS LIBRES DEL SUR,AZUL Y ROJO - JESUS ESCOBAR,2769
San juan,Parlamentario mercosur dn,MOVIMIENTO DE ACCION  VECINAL,COMPROMISO VECINAL - RAUL ALBARRACIN,947
San juan,Parlamentario mercosur dn,MOVIMIENTO DE IZQUIERDA JUVENTUD Y DIGNIDAD,MOVIMIENTO DE IZQUIERDA JUVENTUD Y DIGNIDAD - LISTA A DIGNIDAD- RAUL CASTELLS,1014
San juan,Parlamentario mercosur dn,MOVIMIENTO DE IZQUIERDA JUVENTUD Y DIGNIDAD,MOVIMIENTO DE IZQUIERDA JUVENTUD Y DIGNIDAD - LISTA B CONFEDERAL  - SANTIAGO CUNEO,1417
San juan,Parlamentario mercosur dn,POLITICA OBRERA,UNIDAD OBRERA - MARCELO RAMAL,1281
San juan,Parlamentario mercosur dn,PROYECTO JOVEN,LISTA A COALICION PAZ DEMOCRAIA SOBERANIA MEMPO GIARDINELLI,7
San juan,Parlamentario mercosur dn,PROYECTO JOVEN,LISTA C TODEX - REINA IBAÑEZ,3
San juan,Parlamentario mercosur dn,PROYECTO JOVEN,LISTA D  NUEVA DEMOCRACIA  - ALICIA MARCHIONDA,1
San juan,Parlamentario mercosur dn,FRENTE PATRIOTA FEDERAL ,FRENTE PATRIOTA FEDERAL - PRIMERO LA PATRIA - CESAR BIONDINI,1192
San juan,Parlamentario mercosur dn,FRENTE LIBER.AR,FRENTE LIBER.AR - LISTA A DEMOS  - NAZARENO ETCHEPARE,8
San juan,Parlamentario mercosur dn,FRENTE LIBER.AR,FRENTE LIBER.AR - LISTA C ANTICORRUPCION - JULIO BARBARO,3
San juan,Parlamentario mercosur dn,JUNTOS POR EL CAMBIO ,LISTA A EL CAMBIO DE NUESTRAS VIDAS - HORACIO RODIRIGUEZ,66549
San juan,Parlamentario mercosur dn,JUNTOS POR EL CAMBIO ,LISTA B LA FUERZA DEL CAMBIO - PATRICIA BULLRICH,51359
San juan,Parlamentario mercosur dn,HACEMOS POR NUESTRO PAIS,HACEMOS POR NUESTRO PAIS HACEMOS JUAN SCHIARETTI,5774
San juan,Parlamentario mercosur dn,UNION POR LA PATRIA  ,UNION POR LA PATRIA  - LISTA A CELESTE Y BLANCA - SERGIO MASSA,122037
San juan,Parlamentario mercosur dn,LA LIBERTAD AVANZA ,LA LIBERTAD AVANZA - LIBERTAD POR SIEMPRE - JAVIER MILEI,138887
San juan,Parlamentario mercosur dn,FRENTE DE IZQUIRDA  Y DE LOS TRABJADORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES - LISTA A UNIR Y FORTALECER LA IZQUIERDA  - MYRIAM BREGMAN,2995
San juan,Parlamentario mercosur dn,FRENTE DE IZQUIRDA  Y DE LOS TRABJADORES,FRENTE DE IZQ.  Y DE LOS TRABJADORES - LISTA B UNIDAD DE LUCHADORES Y LA IZQUIERDA - GABRIEL SOLANO,2300
San juan,Parlamentario mercosur dn,PRINCIPIO Y VALORES,"PRINCIPIO Y VALORES - LISTA 1A TIERRA,TECHO  Y TRABAJO - GUILLERMO MORENO",975
San juan,Parlamentario mercosur dn,PRINCIPIO Y VALORES,PRINCIPIO Y VALORES - LISTA 2B TRANSFORMAR - ELIODORO MARTINEZ,3
San juan,Parlamentario mercosur dn,VOTOS NULOS,VOTOS NULOS,4834
San juan,Parlamentario mercosur dn,VOTOS RECURRIDOS,VOTOS RECURRIDOS,0
San juan,Parlamentario mercosur dn,VOTOS IMPUGNADOS,VOTOS IMPUGNADOS,0
San juan,Parlamentario mercosur dn,VOTOS BLANCO,VOTOS EN BLANCO,31582
San juan,Parlamentario mercosur dn,VOTOS TOTALES,VOTOS TOTALES,437067
