distrito,cargo,agrupacion_politica,lista,votos
Tierra del fuego,Parlamentario mercosur dn,MOVIMIENTO AL SOCIALISMO,LISTA A- IZQUIERDA ANTICAPITALISTA,832
Tierra del fuego,Parlamentario mercosur dn,MOVIMIENTO LIBRES DEL SUR,LISTA A - AZUL Y ROJO,648
Tierra del fuego,Parlamentario mercosur dn,MOVIMIENTO DE ACCIÃN VECINAL,LISTA A - COMPROMISO VECINAL,470
Tierra del fuego,Parlamentario mercosur dn,MOVIMIENTO IZQUIERDA JUVENTUD ,LISTA A - DIGNIDAD,10
Tierra del fuego,Parlamentario mercosur dn,MOVIMIENTO IZQUIERDA JUVENTUD ,LISTA B - CONFEDERAL,16
Tierra del fuego,Parlamentario mercosur dn,POLÃTICA OBRERA,LISTA A - UNIDAD OBRERA,729
Tierra del fuego,Parlamentario mercosur dn,PROYECTO JOVEN,LISTA A - COALICIÓN PAZ DEMOCRACIA SOBERANÍA,1
Tierra del fuego,Parlamentario mercosur dn,PROYECTO JOVEN,LISTA C - TODEX,0
Tierra del fuego,Parlamentario mercosur dn,PROYECTO JOVEN,LISTA D - NUEVA DEMOCRACIA,0
Tierra del fuego,Parlamentario mercosur dn,FRENTE PATRIOTA FEDERAL,LISTA A - PRIMERO LA PATRIA,1
Tierra del fuego,Parlamentario mercosur dn,FRENTE LIBER.AR,LISTA A - DEMOS,0
Tierra del fuego,Parlamentario mercosur dn,FRENTE LIBER.AR,LISTA C - ANTICORRUPCIÓN,6
Tierra del fuego,Parlamentario mercosur dn,UNIÃN POR LA PATRIA,LISTA A - CELESTE Y BLANCA,27536
Tierra del fuego,Parlamentario mercosur dn,"PRINCIPIOS Y VALORES - POR LA TIERRA, TECHO Y TRABAJO","LISTA 1 A  - TIERRA, TECHO Y TRABAJO",1628
Tierra del fuego,Parlamentario mercosur dn,"PRINCIPIOS Y VALORES - POR LA TIERRA, TECHO Y TRABAJO",LISTA 2 B - TRANSFORMAR,18
Tierra del fuego,Parlamentario mercosur dn,VOTOS NULOS,VOTOS NULOS,3540
Tierra del fuego,Parlamentario mercosur dn,VOTOS RECURRIDOS,VOTOS RECURRIDOS,0
Tierra del fuego,Parlamentario mercosur dn,VOTOS IMPUGNADOS,VOTOS IMPUGNADOS,0
Tierra del fuego,Parlamentario mercosur dn,VOTOS BLANCO,VOTOS EN BLANCO,11235
Tierra del fuego,Parlamentario mercosur dn,VOTOS TOTALES,VOTOS TOTALES,105801
