distrito,cargo,agrupacion_politica,lista,votos
Tucuman,Parlamentario mercosur dn,MOVIMIENTO AL SOCIALISMO,LISTA A IZQUIERDA ANTICAPITALISTA,2927
Tucuman,Parlamentario mercosur dn,MOVIMIENTO LIBRES DEL SUR,LISTA A AZUL Y ROJO,15698
Tucuman,Parlamentario mercosur dn,MOVIMIENTO DE ACCION VECINAL,LISTA A COMPROMISO VECINAL,2029
Tucuman,Parlamentario mercosur dn,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,1573
Tucuman,Parlamentario mercosur dn,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,1550
Tucuman,Parlamentario mercosur dn,POLITICA OBRERA,LISTA A UNIDAD OBRERA,3408
Tucuman,Parlamentario mercosur dn,PROYECTO JOVEN,LISTA A COALICION PAZ DEMOCRACIA SOBERANIA,43
Tucuman,Parlamentario mercosur dn,PROYECTO JOVEN,LISTA C TODEX,23
Tucuman,Parlamentario mercosur dn,PROYECTO JOVEN,LISTA D NUEVA DEMOCRACIA,4
Tucuman,Parlamentario mercosur dn,FRENTE PATRIOTA FEDERAL,LISTA A PRIMERO LA PATRIA,2893
Tucuman,Parlamentario mercosur dn,FRENTE LIBER.AR,LISTA A DEMOS,53
Tucuman,Parlamentario mercosur dn,FRENTE LIBER.AR,LISTA C ANTICORRUPCION,92
Tucuman,Parlamentario mercosur dn,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,98446
Tucuman,Parlamentario mercosur dn,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,108731
Tucuman,Parlamentario mercosur dn,HACEMOS POR NUESTRO PAIS,LISTA A HACEMOS,9929
Tucuman,Parlamentario mercosur dn,UNION POR LA PATRIA,LISTA A CELESTE Y BLANCA,303913
Tucuman,Parlamentario mercosur dn,LA LIBERTAD AVANZA,LISTA A LIBERTAD POR SIEMPRE,308621
Tucuman,Parlamentario mercosur dn,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES - UNIDAD,LISTA A UNIR Y FORTALECER LA IZQUIERDA,10013
Tucuman,Parlamentario mercosur dn,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES - UNIDAD,LISTA B UNIDAD DE LUCHADORES Y LA IZQQUIERA,5999
Tucuman,Parlamentario mercosur dn,PRINCIPIOS Y VALORES,"LISTA 1 A TIERRA, TECHO Y TRABAJO",1782
Tucuman,Parlamentario mercosur dn,PRINCIPIOS Y VALORES,LISTA 2 B TRANSFORMAR,45
Tucuman,Parlamentario mercosur dn,VOTOS NULOS,VOTOS NULOS,10784
Tucuman,Parlamentario mercosur dn,VOTOS RECURRIDOS,VOTOS RECURRIDOS,0
Tucuman,Parlamentario mercosur dn,VOTOS IMPUGNADOS,VOTOS IMPUGNADOS,0
Tucuman,Parlamentario mercosur dn,VOTOS BLANCO,VOTOS EN BLANCO,100579
Tucuman,Parlamentario mercosur dn,VOTOS TOTALES,VOTOS TOTALES,989135
