distrito,cargo,agrupacion_politica,lista,votos
Neuquen,Parlamentario mercosur dn,MOVIMIENTO AL SOCIALISMO,LISTA A IZQUIERDA ANTICAPITALISTA,3100
Neuquen,Parlamentario mercosur dn,MOVIMIENTO LIBRES DEL SUR,LISTA AZUL Y ROJO,12679
Neuquen,Parlamentario mercosur dn,MOVIMIENTO DE ACCION VECINAL,LISTA A COMPROMISO VECINAL,1284
Neuquen,Parlamentario mercosur dn,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,1611
Neuquen,Parlamentario mercosur dn,POLITICA OBRERA,LISTA A UNIDAD OBRERA,2049
Neuquen,Parlamentario mercosur dn,FRENTE PATRIOTA FEDERAL,LISTA A PRIMERO LA PATRIA,1795
Neuquen,Parlamentario mercosur dn,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,31618
Neuquen,Parlamentario mercosur dn,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,56062
Neuquen,Parlamentario mercosur dn,HACEMOS POR NUESTRO PAIS,LISTA A HACEMOS,6594
Neuquen,Parlamentario mercosur dn,UNION POR LA PATRIA,LISTA A CELESTE Y BLANCA,72425
Neuquen,Parlamentario mercosur dn,LA LIBERTAD AVANZA,LISTA A LIBERTAD POR SIEMPRE,148306
Neuquen,Parlamentario mercosur dn,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,LISTA A UNIR Y FORTALECER LA IZQUIERDA,14491
Neuquen,Parlamentario mercosur dn,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,LISTA B UNIDAD DE LUCHADORES Y LA IZQUIERDA,5284
Neuquen,Parlamentario mercosur dn,PRINCIPIOS Y VALORES,"LISTA 1A TIERRA, TECHO Y TRABAJO",4086
Neuquen,Parlamentario mercosur dn,VOTOS NULOS,VOTOS NULOS,9327
Neuquen,Parlamentario mercosur dn,VOTOS RECURRIDOS,VOTOS RECURRIDOS,0
Neuquen,Parlamentario mercosur dn,VOTOS IMPUGNADOS,VOTOS IMPUGNADOS,0
Neuquen,Parlamentario mercosur dn,VOTOS BLANCO,VOTOS EN BLANCO,51198
Neuquen,Parlamentario mercosur dn,VOTOS TOTALES,VOTOS TOTALES,421909
