distrito,cargo,agrupacion_politica,lista,votos
Chaco,Diputado nacional,PARTIDO MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,5600
Chaco,Diputado nacional,PARTIDO DEL OBRERO,LISTA 1A - UNIDAD DE LUCHADORES Y LA IZQUIERDA,3878
Chaco,Diputado nacional,PARTIDO DEMÃCRATA,LISTA A - ENCUENTRO LIBERTARIO POR EL CHACO,2818
Chaco,Diputado nacional,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A,1113
Chaco,Diputado nacional,FRENTE INTEGRADOR,LISTA N°1 INTEGRACIÓN,4074
Chaco,Diputado nacional,UNIÃN POR LA PATRIA,LISTA E - LA MARÍA EVA,9234
Chaco,Diputado nacional,UNIÃN POR LA PATRIA,LISTA J - 17 DE OCTUBRE,210481
Chaco,Diputado nacional,JUNTOS POR EL CAMBIO,LISTA A - CHACO CAMBIA,164795
Chaco,Diputado nacional,LA LIBERTAD AVANZA,LISTA A,165448
Chaco,Diputado nacional,VOTOS NULOS,VOTOS NULOS,4946
Chaco,Diputado nacional,VOTOS RECURRIDOS,VOTOS RECURRIDOS,0
Chaco,Diputado nacional,VOTOS IMPUGNADOS,VOTOS IMPUGNADOS,0
Chaco,Diputado nacional,VOTOS BLANCO,VOTOS EN BLANCO,72428
Chaco,Diputado nacional,VOTOS TOTALES,VOTOS TOTALES,644815
